sensorId,lat,lon,boxName,boxId,unit,date,temp
5a30ea5375a96c000f012fe7,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,°C,2018-10-27T03Z,6.2682529832559055
5a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,°C,2018-10-27T03Z,6.452665975469928
57000b8745fd40c8196ad052,51.962372,7.64568,Oststr/Mauritzsteinpfad,57000b8745fd40c8196ad04c,°C,2018-10-27T03Z,6.611991403692711
5b2cc9471fef04001b7b4b44,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,°C,2018-10-27T03Z,11.443751210731444
5b3e7f6f5dc1ec001be11cf4,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,°C,2018-10-27T03Z,4.783375713058887
5a0c2cc89fd3c200111118f7,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,°C,2018-10-27T03Z,6.640210108499702
5a0c347b9fd3c2001111b708,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,°C,2018-10-27T03Z,6.128920218210381
599c9b80d67eb500118c6b60,51.954793,7.650543,wb132ms,599c9b80d67eb500118c6b5e,°C,2018-10-27T03Z,5.819906756165932
5ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,°C,2018-10-27T03Z,
591f578c51d34600116a8ea6,51.96422,7.645218,Wetterstation Erpho,591f578c51d34600116a8ea5,°C,2018-10-27T03Z,5.7136583906900436
5a0c15289fd3c200110f3d3a,51.953351,7.641463,Wetterstation Hansaring,5a0c15289fd3c200110f3d33,°C,2018-10-27T03Z,6.366516599787711
56957f3ab3de1fe0052532e0,51.957090029248754,7.640642523765564,WG Wolbecker Str.,56957f3ab3de1fe0052532da,°C,2018-10-27T03Z,7.7375188839376605
570bad2b45fd40c8197f13a9,51.974581,7.607807,Balkon Gasselstiege,570bad2b45fd40c8197f13a2,°C,2018-10-27T04Z,5.387842940969269
5750221bed08f9680c6b415a,51.95616769306822,7.6511693559587,BalkonBox Mindener Str.,5750220bed08f9680c6b4154,°C,2018-10-27T04Z,7.056114915694851
6b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,°C,2018-10-27T04Z,5.448861635037319
5abd221b850005001b1aff38,51.973023,7.64153,Feinstaub_MS_PIUSALLEE,5abd221b850005001b1aff35,°C,2018-10-27T04Z,12.66775228691575
5a809753398b820011b45e89,51.953156,7.544077,Jackson Storm,5a809753398b820011b45e83,°C,2018-10-27T04Z,7.169563880038006
59c67b5ed67eb50011666dc1,51.946322,7.62677,kartoffelsalat,59c67b5ed67eb50011666dbb,°C,2018-10-27T04Z,4.845332700592486
58933c89d038b000102f7d3a,52.001647,7.614025,KiTa Glühwürmchen,58932c89d038b000102f7d35,°C,2018-10-27T04Z,5.298492346390083
5a30ea5375a96c000f012fe8,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,°C,2018-10-27T04Z,6.041563539700191
6a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,°C,2018-10-27T04Z,6.187891154956218
57000b8745fd40c8196ad053,51.962372,7.64568,Oststr/Mauritzsteinpfad,57000b8745fd40c8196ad04c,°C,2018-10-27T04Z,6.511374368245418
5b2cc9471fef04001b7b4b45,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,°C,2018-10-27T04Z,11.049886877249017
5b3e7f6f5dc1ec001be11cf5,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,°C,2018-10-27T04Z,4.489469352271793
5a0c2cc89fd3c200111118f8,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,°C,2018-10-27T04Z,6.442828707215408
5a0c347b9fd3c2001111b709,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,°C,2018-10-27T04Z,5.790800010941406
599c9b80d67eb500118c6b61,51.954793,7.650543,wb132ms,599c9b80d67eb500118c6b5e,°C,2018-10-27T04Z,5.649778756730213
6ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,°C,2018-10-27T04Z,6.3537518927329675
591f578c51d34600116a8ea7,51.96422,7.645218,Wetterstation Erpho,591f578c51d34600116a8ea5,°C,2018-10-27T04Z,5.563341018384559
6a0c15289fd3c200110f3d3a,51.953351,7.641463,Wetterstation Hansaring,5a0c15289fd3c200110f3d33,°C,2018-10-27T04Z,6.220632312530192
56957f3ab3de1fe0052532e1,51.957090029248754,7.640642523765564,WG Wolbecker Str.,56957f3ab3de1fe0052532da,°C,2018-10-27T04Z,7.472285786677495
570bad2b45fd40c8197f13a9,51.974581,7.607807,Balkon Gasselstiege,570bad2b45fd40c8197f13a2,°C,2018-10-27T05Z,5.478072232812154
5750221bed08f9680c6b415a,51.95616769306822,7.6511693559587,BalkonBox Mindener Str.,5750220bed08f9680c6b4154,°C,2018-10-27T05Z,7.006349014552474
6b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,°C,2018-10-27T05Z,5.492113923924978
5abd221b850005001b1aff38,51.973023,7.64153,Feinstaub_MS_PIUSALLEE,5abd221b850005001b1aff35,°C,2018-10-27T05Z,12.639611411785426
5a809753398b820011b45e89,51.953156,7.544077,Jackson Storm,5a809753398b820011b45e83,°C,2018-10-27T05Z,7.178480705026828
59c67b5ed67eb50011666dc1,51.946322,7.62677,kartoffelsalat,59c67b5ed67eb50011666dbb,°C,2018-10-27T05Z,4.954219849102903
58933c89d038b000102f7d3a,52.001647,7.614025,KiTa Glühwürmchen,58932c89d038b000102f7d35,°C,2018-10-27T05Z,5.13135033636291
5a30ea5375a96c000f012fe8,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,°C,2018-10-27T05Z,6.230329873791528
6a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,°C,2018-10-27T05Z,6.214270144840464
57000b8745fd40c8196ad053,51.962372,7.64568,Oststr/Mauritzsteinpfad,57000b8745fd40c8196ad04c,°C,2018-10-27T05Z,6.52186674660217
5b2cc9471fef04001b7b4b45,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,°C,2018-10-27T05Z,11.22086012272625
5b3e7f6f5dc1ec001be11cf5,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,°C,2018-10-27T05Z,4.494386135513901
5a0c2cc89fd3c200111118f8,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,°C,2018-10-27T05Z,6.468460403654339
5a0c347b9fd3c2001111b709,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,°C,2018-10-27T05Z,5.836765771346243
599c9b80d67eb500118c6b61,51.954793,7.650543,wb132ms,599c9b80d67eb500118c6b5e,°C,2018-10-27T05Z,5.782567456279259
6ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,°C,2018-10-27T05Z,6.387406281868574
591f578c51d34600116a8ea7,51.96422,7.645218,Wetterstation Erpho,591f578c51d34600116a8ea5,°C,2018-10-27T05Z,5.679945420782211
6a0c15289fd3c200110f3d3a,51.953351,7.641463,Wetterstation Hansaring,5a0c15289fd3c200110f3d33,°C,2018-10-27T05Z,6.391362419511928
56957f3ab3de1fe0052532e1,51.957090029248754,7.640642523765564,WG Wolbecker Str.,56957f3ab3de1fe0052532da,°C,2018-10-27T05Z,7.490895613008337
56957f3ab3de1fe0052532e1,51.957090029248754,7.640642523765564,WG Wolbecker Str.,56957f3ab3de1fe0052532da,°C,2018-10-27T05Z,7.51718858358301
570bad2b45fd40c8197f13a9,51.974581,7.607807,Balkon Gasselstiege,570bad2b45fd40c8197f13a2,°C,2018-10-27T06Z,5.637580736199594
5750221bed08f9680c6b415a,51.95616769306822,7.6511693559587,BalkonBox Mindener Str.,5750220bed08f9680c6b4154,°C,2018-10-27T06Z,7.10239099879756
6b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,°C,2018-10-27T06Z,5.593801669570535
5abd221b850005001b1aff38,51.973023,7.64153,Feinstaub_MS_PIUSALLEE,5abd221b850005001b1aff35,°C,2018-10-27T06Z,13.825900948912258
5a809753398b820011b45e89,51.953156,7.544077,Jackson Storm,5a809753398b820011b45e83,°C,2018-10-27T06Z,7.328034643303941
59c67b5ed67eb50011666dc1,51.946322,7.62677,kartoffelsalat,59c67b5ed67eb50011666dbb,°C,2018-10-27T06Z,5.158523933810151
